id,age,educational-num,hours-per-week,income,workclass,education,marital-status,occupation,relationship,race,gender,native-country
15026,23,7,40,0,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Puerto-Rico
11427,24,10,60,0,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
19198,40,16,40,1,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
12072,37,6,33,0,Private,10th,Divorced,Other-service,Unmarried,White,Female,United-States
23284,20,10,40,0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States
11727,17,7,12,0,Private,11th,Never-married,Machine-op-inspct,Own-child,Other,Male,United-States
27267,62,13,40,0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
7619,30,9,41,0,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Male,United-States
20808,21,10,12,0,Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States
13534,50,9,55,1,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
27227,50,6,40,0,Private,10th,Married-civ-spouse,Other-service,Husband,Black,Male,United-States
22202,20,9,40,0,Private,HS-grad,Never-married,Adm-clerical,Own-child,Black,Female,United-States
16668,37,12,50,1,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
19254,50,13,40,1,Local-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,United-States
32225,51,5,45,0,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
16215,48,9,40,0,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States
28650,38,10,43,1,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
12092,52,9,40,1,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
28550,43,13,40,1,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
14851,17,5,40,0,Self-emp-inc,9th,Never-married,Sales,Own-child,White,Female,United-States
418,34,7,40,0,Local-gov,11th,Separated,Machine-op-inspct,Not-in-family,Black,Male,United-States
15368,28,15,40,0,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
31073,17,7,15,0,Private,11th,Never-married,Prof-specialty,Own-child,White,Female,United-States
10141,24,7,40,0,Private,11th,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States
11737,47,9,40,0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
24857,53,10,40,0,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Female,United-States
20930,18,6,30,0,Private,10th,Never-married,Prof-specialty,Own-child,Black,Male,United-States
18360,47,13,50,0,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
21006,28,10,40,0,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,United-States
11827,30,10,40,0,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States
192,41,13,40,0,Local-gov,Bachelors,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States
10468,44,14,99,0,Self-emp-not-inc,Masters,Never-married,Farming-fishing,Own-child,White,Male,United-States
3427,54,14,40,0,Private,Masters,Married-civ-spouse,Sales,Husband,White,Male,United-States
30861,26,9,40,0,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,White,Male,United-States
24790,50,15,60,1,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
9255,34,13,45,0,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,United-States
18104,41,9,40,0,Private,HS-grad,Divorced,Priv-house-serv,Not-in-family,White,Female,Guatemala
673,33,13,40,1,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
11710,47,14,20,1,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
29324,67,14,40,0,Private,Masters,Widowed,Prof-specialty,Not-in-family,White,Female,United-States
13059,24,9,40,0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,Mexico
3319,20,9,40,0,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,United-States
3170,22,10,40,0,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States
24298,56,9,40,0,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,United-States
10726,49,13,50,0,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
2769,22,10,40,0,Local-gov,Some-college,Never-married,Protective-serv,Own-child,White,Male,United-States
13264,38,10,60,0,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,United-States
15916,23,10,25,0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States
23338,21,9,40,0,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,Mexico
19489,90,9,40,0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
18677,33,14,32,0,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,United-States
11173,37,9,70,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
25416,53,9,40,1,Private,HS-grad,Widowed,Craft-repair,Unmarried,White,Male,United-States
18844,29,13,40,0,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
24433,40,10,40,0,Federal-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States
19435,49,6,40,0,Private,10th,Divorced,Machine-op-inspct,Not-in-family,Black,Male,United-States
26689,40,12,40,0,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States
18542,67,9,30,1,Self-emp-inc,HS-grad,Married-civ-spouse,Prof-specialty,Wife,White,Female,England
5930,39,10,55,0,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States
22614,38,14,40,0,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States
22200,56,4,20,0,Private,7th-8th,Divorced,Machine-op-inspct,Not-in-family,White,Female,Yugoslavia
25784,36,8,40,0,Private,12th,Separated,Other-service,Unmarried,White,Female,Mexico
28576,44,10,32,0,Private,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,United-States
31817,49,13,30,0,Private,Bachelors,Married-spouse-absent,Transport-moving,Unmarried,White,Male,Columbia
4741,31,16,28,0,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
10995,20,10,40,0,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
2715,72,11,40,0,Private,Assoc-voc,Widowed,Adm-clerical,Not-in-family,White,Female,United-States
25459,37,5,50,0,Private,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
10424,51,10,48,1,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States
1048,20,10,50,0,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States
11059,72,13,3,0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
18231,44,9,58,0,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,United-States
13723,36,10,40,0,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
7026,38,9,40,0,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States
10246,55,13,55,0,Private,Bachelors,Married-spouse-absent,Craft-repair,Unmarried,White,Female,Ireland
25048,30,12,20,0,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,Black,Female,United-States
19843,40,14,40,0,Private,Masters,Never-married,Adm-clerical,Own-child,White,Female,United-States
22999,27,13,35,0,Private,Bachelors,Never-married,Handlers-cleaners,Unmarried,White,Male,United-States
14485,33,3,40,0,Local-gov,5th-6th,Never-married,Other-service,Unmarried,Other,Female,El-Salvador
17563,71,13,45,1,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,United-States
21474,49,9,55,0,Self-emp-not-inc,HS-grad,Widowed,Farming-fishing,Not-in-family,White,Male,United-States
5189,51,9,38,0,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,Female,United-States
27064,32,14,40,0,Private,Masters,Never-married,Sales,Own-child,Black,Male,United-States
7080,18,7,20,0,Private,11th,Never-married,Sales,Own-child,Other,Female,United-States
2744,43,10,40,1,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States
17326,33,10,30,0,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,Black,Female,United-States
3773,74,10,3,0,Private,Some-college,Widowed,Prof-specialty,Not-in-family,White,Female,United-States
24983,40,13,75,1,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
16236,27,11,40,0,Private,Assoc-voc,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States
21696,37,9,40,0,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,United-States
30363,69,8,60,1,Private,12th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
7277,37,9,40,0,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
21583,19,10,20,0,Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States
22945,54,6,40,0,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
28835,46,10,60,0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,United-States
7002,35,10,38,0,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States
14343,64,13,45,0,Self-emp-inc,Bachelors,Divorced,Sales,Not-in-family,White,Male,United-States
11253,34,15,40,0,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,United-States
17560,35,9,40,0,Private,HS-grad,Separated,Other-service,Not-in-family,Black,Female,United-States
20277,48,7,40,1,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
20336,24,13,40,0,Private,Bachelors,Never-married,Prof-specialty,Unmarried,White,Female,United-States
6763,44,14,45,1,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
18193,52,14,50,1,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
15966,24,9,50,1,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,Portugal
21533,50,9,40,0,State-gov,HS-grad,Widowed,Tech-support,Unmarried,Black,Female,United-States
10672,57,10,40,0,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
32554,53,14,40,1,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
14174,22,12,20,0,Federal-gov,Assoc-acdm,Never-married,Other-service,Own-child,White,Male,United-States
21435,54,9,60,1,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
982,23,9,40,0,Private,HS-grad,Never-married,Prof-specialty,Unmarried,Black,Female,United-States
23996,42,9,25,0,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,United-States
2671,43,2,40,0,Private,1st-4th,Never-married,Sales,Own-child,White,Male,United-States
32227,21,10,35,0,Private,Some-college,Never-married,Tech-support,Own-child,White,Female,United-States
27627,48,10,40,0,Private,Some-college,Divorced,Handlers-cleaners,Own-child,White,Male,United-States
1288,37,13,45,0,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
31969,29,9,52,0,Private,HS-grad,Never-married,Other-service,Other-relative,Black,Female,United-States
15564,34,10,40,0,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,United-States
3183,40,9,40,0,Private,HS-grad,Widowed,Sales,Not-in-family,White,Female,United-States
5657,33,10,41,1,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
3080,40,15,38,1,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
15102,76,10,30,0,Local-gov,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,United-States
15162,43,4,40,0,Private,7th-8th,Separated,Farming-fishing,Not-in-family,Black,Male,United-States
12655,36,9,50,1,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
6652,29,9,40,1,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
29540,21,9,50,0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
27300,39,12,48,1,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Sales,Husband,White,Male,United-States
10020,21,9,40,0,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States
1236,34,9,24,0,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,United-States
31845,43,10,40,1,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
2335,19,10,20,0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States
4003,23,10,40,0,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
343,33,9,20,0,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,United-States
30821,41,4,40,0,Private,7th-8th,Married-civ-spouse,Other-service,Husband,White,Male,United-States
28412,26,10,40,0,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
6963,50,14,40,0,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States
2391,22,13,55,0,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
27773,17,7,30,0,Private,11th,Never-married,Sales,Own-child,White,Male,United-States
14314,31,13,45,1,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States
21904,42,9,40,0,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,Haiti
16850,28,10,40,0,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
15093,25,13,40,0,Private,Bachelors,Never-married,Prof-specialty,Other-relative,White,Male,United-States
19570,38,10,35,0,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,United-States
4728,22,13,43,0,State-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,United-States
15480,27,9,40,0,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,United-States
9671,21,10,10,0,Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,United-States
16266,46,9,40,0,Private,HS-grad,Separated,Craft-repair,Unmarried,Black,Female,United-States
5075,36,9,40,1,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,United-States
8458,39,13,40,1,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
23896,39,10,50,1,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States
19540,32,11,40,0,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Male,United-States
13999,37,7,40,0,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
3445,41,13,40,1,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
22918,60,9,40,0,Private,HS-grad,Widowed,Machine-op-inspct,Not-in-family,White,Female,United-States
24549,48,10,45,1,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
26440,32,15,40,1,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
10147,43,9,40,0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
23119,41,10,40,0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
11080,49,13,50,1,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
30065,36,10,50,0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,El-Salvador
29877,49,9,45,0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
15623,36,10,4,0,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,United-States
24360,31,9,40,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico
32020,21,10,28,0,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States
31115,29,9,55,0,Private,HS-grad,Never-married,Transport-moving,Unmarried,White,Male,United-States
18408,47,15,50,1,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
9673,49,15,35,1,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
24018,52,10,60,1,Self-emp-not-inc,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
25925,37,10,65,0,State-gov,Some-college,Divorced,Other-service,Not-in-family,White,Male,United-States
4107,52,1,40,0,Private,Preschool,Married-civ-spouse,Other-service,Not-in-family,White,Male,El-Salvador
13418,46,11,40,0,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,United-States
1113,69,9,40,0,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,United-States
28312,31,10,40,1,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
25337,54,9,50,0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States
26008,34,9,40,0,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States
10830,47,9,40,0,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,United-States
17151,48,7,60,0,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States
32043,56,13,40,0,Federal-gov,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Male,United-States
27795,84,4,10,0,Private,7th-8th,Married-civ-spouse,Prof-specialty,Husband,Black,Male,United-States
26303,37,11,40,0,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States
13510,57,10,40,1,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
6641,19,9,40,0,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,United-States
20751,36,10,65,0,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
27954,53,14,50,1,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
29599,42,9,40,0,Federal-gov,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,United-States
26456,36,9,30,0,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States
16880,25,10,40,0,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States
12482,34,11,40,0,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Female,United-States
1289,50,9,40,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
7641,31,10,65,1,Self-emp-inc,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,United-States
31607,26,13,40,0,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,United-States
30148,56,5,40,0,Private,9th,Divorced,Sales,Unmarried,White,Female,United-States
10847,42,9,48,0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
12249,36,14,40,0,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,Black,Female,United-States
21293,35,9,40,0,Private,HS-grad,Divorced,Other-service,Not-in-family,Black,Male,United-States
14574,68,4,15,0,Private,7th-8th,Widowed,Prof-specialty,Not-in-family,White,Female,United-States
29238,41,10,40,0,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States
20264,43,10,40,0,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States
18860,30,13,45,1,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,United-States
28590,21,10,40,0,Private,Some-college,Never-married,Sales,Own-child,White,Male,Columbia
1889,25,10,15,0,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
21394,22,10,35,0,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,United-States
28094,34,13,62,1,Self-emp-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States
3853,20,8,40,0,Private,12th,Never-married,Other-service,Not-in-family,White,Male,United-States
23681,56,10,50,1,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States
5213,26,10,20,0,Private,Some-college,Never-married,Sales,Other-relative,White,Female,United-States
7271,28,10,40,1,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
18536,53,3,40,1,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,Other,Male,Puerto-Rico
23648,46,9,40,0,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,United-States
10979,35,15,55,0,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
18625,20,10,25,0,Local-gov,Some-college,Never-married,Protective-serv,Own-child,White,Male,United-States
21463,47,13,40,0,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,United-States
13844,24,9,44,0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,Mexico
18422,39,5,35,0,Private,9th,Separated,Craft-repair,Own-child,White,Male,Mexico
11562,41,13,40,1,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
30110,46,13,40,1,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
27774,19,10,40,0,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,United-States
16314,52,9,40,0,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,United-States
31480,69,9,20,0,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States
25363,24,10,35,0,Private,Some-college,Never-married,Sales,Other-relative,White,Male,United-States
2979,40,10,35,0,State-gov,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,United-States
11809,45,10,40,1,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
12121,60,9,25,0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,United-States
10776,54,9,40,1,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
20388,38,10,40,0,Self-emp-not-inc,Some-college,Divorced,Machine-op-inspct,Unmarried,White,Male,United-States
17798,26,10,40,0,Private,Some-college,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,United-States
11701,67,9,40,1,Self-emp-inc,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Female,United-States
18341,38,11,55,1,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
608,36,9,40,0,Local-gov,HS-grad,Separated,Exec-managerial,Not-in-family,Black,Male,United-States
14007,29,10,40,0,Private,Some-college,Never-married,Farming-fishing,Own-child,White,Male,United-States
22917,21,9,36,0,Private,HS-grad,Never-married,Sales,Own-child,White,Female,United-States
3455,39,10,40,0,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,United-States
140,61,9,40,0,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
3902,22,10,40,0,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,United-States
15252,53,14,50,0,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,United-States
5927,22,10,30,0,Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,United-States
20387,33,13,55,1,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States
5878,28,9,30,0,Private,HS-grad,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,United-States
28593,50,9,40,0,State-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,Puerto-Rico
9364,62,9,40,1,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
32437,19,9,49,0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States
5790,35,9,40,0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States
17600,43,9,50,0,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,United-States
23071,25,9,40,0,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,Mexico
6386,37,8,40,0,Private,12th,Never-married,Other-service,Own-child,White,Female,United-States
6797,49,10,40,1,Private,Some-college,Married-civ-spouse,Sales,Wife,White,Female,United-States
7245,37,10,40,0,Federal-gov,Some-college,Never-married,Other-service,Own-child,White,Male,Japan
20252,39,13,50,1,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
32140,19,9,15,0,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Female,United-States
10171,36,14,50,1,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
12624,63,14,70,1,Self-emp-inc,Masters,Divorced,Prof-specialty,Not-in-family,White,Male,United-States
29300,23,13,40,0,Private,Bachelors,Never-married,Tech-support,Own-child,White,Female,United-States
9111,19,10,10,0,State-gov,Some-college,Never-married,Prof-specialty,Own-child,White,Male,United-States
15663,33,10,10,0,Federal-gov,Some-college,Never-married,Other-service,Not-in-family,White,Female,United-States
11781,49,14,47,1,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States
14445,34,13,40,0,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,England
16002,50,13,40,0,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,United-States
29108,24,9,40,0,Private,HS-grad,Married-civ-spouse,Transport-moving,Own-child,White,Female,United-States
495,41,9,36,0,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States
5339,20,10,30,0,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,United-States
12763,20,10,40,0,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,United-States
680,29,9,48,0,Local-gov,HS-grad,Never-married,Protective-serv,Own-child,White,Male,United-States
3728,30,5,40,0,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
13384,63,13,8,1,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
11179,20,9,40,0,Local-gov,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,United-States
30135,22,10,40,0,Private,Some-college,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Female,Vietnam
18267,35,10,27,0,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States
26988,35,9,40,1,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
1541,62,15,70,0,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States
12080,18,9,30,0,Private,HS-grad,Never-married,Sales,Own-child,White,Female,United-States
18056,21,10,16,0,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,United-States
14687,58,12,50,1,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States
21593,34,9,50,0,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,United-States
17692,48,11,70,1,Self-emp-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
4684,20,12,40,0,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,United-States
30748,28,13,28,1,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States
10525,23,13,25,0,Private,Bachelors,Never-married,Other-service,Own-child,White,Female,United-States
4717,34,9,50,1,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States
4344,51,9,60,1,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States
12791,44,10,45,0,Private,Some-college,Married-spouse-absent,Craft-repair,Unmarried,White,Female,United-States
6426,42,10,25,1,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States
19812,49,9,70,0,Private,HS-grad,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,United-States
