ID,Percentage,Category
4986,0.6854061,TP
4987,0.67797524,TP
4988,0.6369676,TP
4989,0.80575305,TP
4990,0.1423112,TN
4991,0.1957449,TN
4992,0.28514886,FN
4993,0.7579138,TP
4994,0.57485634,TP
4995,0.42939678,TN
4996,0.5306941,TP
4997,0.84897375,TP
4998,0.2875623,TN
4999,0.20521958,TN
5000,0.096103154,TN
5001,0.28334507,TN
5002,0.313277,TN
5003,0.42696452,FN
5004,0.5378119,TP
5005,0.7360201,TP
5006,0.36280942,TN
5007,0.6439082,TP
5008,0.19776255,TN
5009,0.63491523,TP
5010,0.19814554,FN
5011,0.55243695,TP
5012,0.33226183,TN
5013,0.10852557,TN
5014,0.3952073,FN
5015,0.7766217,TP
5016,0.34660593,TN
5017,0.70786023,TP
5018,0.80696803,TP
5019,0.8472338,TP
5020,0.6814024,TP
5021,0.4281339,FN
5022,0.7870303,TP
5023,0.7525393,TP
5024,0.707034,TP
5025,0.052216705,FN
5026,0.6825027,TP
5027,0.3961429,TN
5028,0.7586731,TP
5029,0.52585113,TP
5030,0.8614932,TP
5031,0.30040732,TN
5032,0.16250968,TN
5033,0.35513005,TN
5034,0.72414696,TP
5035,0.4235663,FN
5036,0.51913404,FP
5037,0.7839731,TP
5038,0.5030346,TP
5039,0.4416391,FN
5040,0.4251995,TN
5041,0.7308599,TP
5042,0.31392813,FN
5043,0.70914197,TP
5044,0.80326843,TP
5045,0.32792363,TN
5046,0.30361813,FN
5047,0.24448867,TN
5048,0.3245403,FN
5049,0.36687288,FN
5050,0.4982036,FN
5051,0.739375,TP
5052,0.6231211,TP
5053,0.649849,FP
5054,0.6426732,TP
5055,0.6538014,TP
5056,0.75546885,TP
5057,0.76083505,TP
5058,0.46584165,FN
5059,0.3012139,TN
5060,0.6531783,TP
5061,0.66107637,TP
5062,0.5025656,TP
5063,0.23848541,FN
5064,0.80931973,TP
5065,0.5500123,TP
5066,0.79600954,TP
5067,0.5049549,TP
5068,0.33967137,FN
5069,0.4167771,TN
5070,0.58349407,TP
5071,0.5046007,TP
5072,0.55227584,FP
5073,0.6124739,TP
5074,0.40385008,FN
5075,0.7585586,TP
5076,0.31381613,TN
5077,0.2772959,TN
5078,0.32990792,TN
5079,0.736781,TP
5080,0.47798386,FN
5081,0.43395,FN
5082,0.47314557,FN
5083,0.3743874,TN
5084,0.38568228,TN
5085,0.6996048,TP
5086,0.5451462,TP
5087,0.63378733,FP
5088,0.58281904,TP
5089,0.82178926,TP
5090,0.3386118,FN
5091,0.76906973,TP
5092,0.8558303,TP
5093,0.7378629,TP
5094,0.2506196,TN
5095,0.09002506,TN
5096,0.39401063,FN
5097,0.44586816,FN
5098,0.787575,FP
5099,0.37253904,FN
5100,0.4638452,FN
5101,0.82535785,TP
5102,0.61728674,TP
5103,0.7113732,TP
5104,0.62250453,TP
5105,0.7854594,FP
5106,0.66748154,TP
5107,0.35525537,FN
5108,0.48292994,TN
5109,0.2182868,TN
5110,0.75896794,FP
5111,0.3046312,TN
5112,0.15752655,TN
5113,0.6930709,FP
5114,0.40903622,TN
5115,0.8882747,TP
5116,0.26489446,TN
5117,0.19891617,TN
5118,0.68534774,FP
5119,0.6884261,TP
5120,0.29008433,TN
5121,0.7225971,TP
5122,0.21943115,TN
5123,0.6353579,TP
5124,0.38757542,TN
5125,0.7290288,TP
5126,0.3484212,TN
5127,0.39180136,FN
5128,0.7444563,TP
5129,0.24654433,TN
5130,0.16244884,TN
5131,0.11302918,TN
5132,0.16493973,TN
5133,0.39907646,TN
5134,0.31713814,FN
5135,0.35458004,FN
5136,0.19889054,TN
5137,0.82739234,TP
5138,0.75582236,TP
5139,0.33275205,TN
5140,0.7949313,TP
5141,0.84951663,FP
5142,0.24108349,TN
5143,0.40880522,FN
5144,0.7949988,TP
5145,0.31908062,TN
5146,0.124828756,TN
5147,0.6765853,TP
5148,0.5225903,FP
5149,0.4782719,FN
5150,0.5387785,FP
5151,0.8557513,TP
5152,0.21811162,TN
5153,0.52697295,TP
5154,0.46066326,FN
5155,0.12782043,TN
5156,0.2613122,TN
5157,0.13436064,TN
5158,0.39024478,FN
5159,0.6024736,FP
5160,0.70803875,TP
5161,0.40877208,TN
5162,0.727924,FP
5163,0.26886436,TN
5164,0.51448536,TP
5165,0.28159404,TN
5166,0.31392324,TN
5167,0.6757265,TP
5168,0.20283826,TN
5169,0.83624125,TP
5170,0.7378597,TP
5171,0.6216868,TP
5172,0.2258016,TN
5173,0.48548883,TN
5174,0.47934476,FN
5175,0.7769201,FP
5176,0.6981538,FP
5177,0.4915152,TN
5178,0.43788818,TN
5179,0.47426018,TN
5180,0.6111602,FP
5181,0.2636671,TN
5182,0.2749241,TN
5183,0.13993713,TN
5184,0.4092979,TN
5185,0.5659386,TP
5186,0.41283372,FN
5187,0.1420547,TN
5188,0.6267956,TP
5189,0.8093395,TP
5190,0.6574664,TP
5191,0.8419172,TP
5192,0.4372242,TN
5193,0.6974724,TP
5194,0.09882997,TN
5195,0.23909536,FN
5196,0.23401842,TN
5197,0.5640915,FP
5198,0.19781053,TN
5199,0.26680923,TN
5200,0.36190322,FN
5201,0.50452745,FP
5202,0.5795119,FP
5203,0.7519938,FP
5204,0.569301,TP
5205,0.32078296,TN
5206,0.7025581,FP
5207,0.26407588,TN
5208,0.1562925,TN
5209,0.4417619,TN
5210,0.7383184,TP
5211,0.18095145,FN
5212,0.2336076,TN
5213,0.7169234,FP
5214,0.509067,FP
5215,0.49426603,FN
5216,0.76056314,FP
5217,0.1746505,TN
5218,0.20473051,TN
5219,0.55664724,TP
5220,0.25733972,TN
5221,0.3738757,TN
5222,0.39780298,TN
5223,0.5457048,FP
5224,0.80034655,TP
5225,0.5743001,TP
5226,0.69358754,FP
5227,0.54731643,FP
5228,0.45420796,TN
5229,0.39036086,TN
5230,0.37978193,FN
5231,0.64257777,TP
5232,0.19825067,TN
5233,0.614525,TP
5234,0.4534492,TN
5235,0.20064883,TN
5236,0.44834042,TN
5237,0.21190044,TN
5238,0.21986851,TN
5239,0.32358524,TN
5240,0.6041989,TP
5241,0.5680708,TP
5242,0.5609757,FP
5243,0.15548891,TN
5244,0.5729186,TP
5245,0.27305132,TN
5246,0.3388774,FN
5247,0.17481136,FN
5248,0.79240465,TP
5249,0.61759293,TP
5250,0.29217836,TN
5251,0.2506199,FN
5252,0.79600495,FP
5253,0.8467401,TP
5254,0.2012564,TN
5255,0.54786664,FP
5256,0.703635,TP
5257,0.31445917,TN
5258,0.3322301,TN
5259,0.26411793,TN
5260,0.2884428,FN
5261,0.67649114,FP
5262,0.23098107,FN
5263,0.33754632,TN
5264,0.20132487,TN
5265,0.17276867,TN
5266,0.11508395,TN
5267,0.7851736,FP
5268,0.364193,TN
5269,0.15551019,TN
5270,0.54247177,FP
5271,0.0456385,TN
5272,0.48119473,TN
5273,0.5352528,FP
5274,0.16863638,TN
5275,0.15946056,TN
5276,0.6900203,TP
5277,0.6515039,TP
5278,0.113949,TN
5279,0.58156884,TP
5280,0.25673714,TN
5281,0.5207341,FP
5282,0.64608634,TP
5283,0.34890735,TN
5284,0.7386118,TP
5285,0.42238864,TN
5286,0.32572252,TN
5287,0.6306233,FP
5288,0.29053268,FN
5289,0.15561582,TN
5290,0.17646402,TN
5291,0.17357476,TN
5292,0.45615706,FN
5293,0.18182062,TN
5294,0.28018382,TN
5295,0.14062034,TN
5296,0.17891471,TN
5297,0.60947317,TP
5298,0.38693982,TN
5299,0.7313893,TP
5300,0.06899817,TN
5301,0.32863218,TN
5302,0.3902893,TN
5303,0.84664756,FP
5304,0.10149342,TN
5305,0.62285346,FP
5306,0.28152987,TN
5307,0.48881415,FN
5308,0.28639224,TN
5309,0.6225926,TP
5310,0.22890304,TN
5311,0.21628606,TN
5312,0.27551,FN
5313,0.22745033,TN
5314,0.84858173,TP
5315,0.20377417,TN
5316,0.45664456,TN
5317,0.4866753,TN
5318,0.28636977,TN
5319,0.6164198,TP
5320,0.6027936,FP
5321,0.40124378,TN
5322,0.8586662,TP
5323,0.13557257,TN
5324,0.62943405,FP
5325,0.38512018,TN
5326,0.7104767,TP
5327,0.2455678,TN
5328,0.20081715,TN
5329,0.2961473,TN
5330,0.830138,TP
5331,0.4585634,TN
5332,0.3793468,TN
5333,0.32721728,FN
5334,0.3000102,TN
5335,0.26742914,TN
5336,0.08998675,TN
5337,0.9109173,TP
5338,0.7715329,TP
5339,0.49771044,TN
5340,0.60936666,TP
5341,0.16593191,TN
5342,0.80903685,TP
5343,0.1662657,TN
5344,0.15941693,TN
5345,0.4013814,TN
5346,0.30985966,TN
5347,0.26162836,FN
5348,0.7470353,TP
5349,0.29321948,TN
5350,0.09519221,TN
5351,0.19815245,TN
5352,0.8604725,TP
5353,0.3565005,FN
5354,0.21033944,TN
5355,0.20719296,TN
5356,0.14762099,TN
5357,0.3798064,FN
5358,0.43699265,TN
5359,0.5650838,FP
5360,0.35786444,TN
5361,0.21045673,TN
5362,0.80429715,TP
5363,0.8196162,FP
5364,0.33275136,TN
5365,0.696894,TP
5366,0.3366453,TN
5367,0.14512382,TN
5368,0.45035365,TN
5369,0.10675449,TN
5370,0.52031696,TP
5371,0.4989843,FN
5372,0.2175004,TN
5373,0.5571971,FP
5374,0.87918663,TP
5375,0.09619191,FN
5376,0.19953513,FN
5377,0.34082764,FN
5378,0.13801587,TN
5379,0.36944333,TN
5380,0.080915466,TN
5381,0.47891626,TN
5382,0.18319276,TN
5383,0.09354895,TN
5384,0.36989143,TN
5385,0.10169562,TN
5386,0.13427863,TN
5387,0.79356813,TP
5388,0.74547493,TP
5389,0.18331826,FN
5390,0.7514228,TP
5391,0.30444056,TN
5392,0.5155194,TP
5393,0.5322858,FP
5394,0.3458634,FN
5395,0.3143958,TN
5396,0.74394834,TP
5397,0.3705363,TN
5398,0.31546643,TN
5399,0.47279453,FN
5400,0.1916888,TN
5401,0.6622817,TP
5402,0.58081824,FP
5403,0.69061846,TP
5404,0.38136536,FN
5405,0.17732349,FN
5406,0.18920645,TN
5407,0.71969926,TP
5408,0.7130232,TP
5409,0.4853655,FN
5410,0.12503566,TN
5411,0.6577575,FP
5412,0.5034618,FP
5413,0.5383257,TP
5414,0.06597204,TN
5415,0.08313723,TN
5416,0.45549455,FN
5417,0.11773786,TN
5418,0.5638493,TP
5419,0.55178297,TP
5420,0.20717429,TN
5421,0.46551028,TN
5422,0.2341707,TN
5423,0.42388105,FN
5424,0.29802045,TN
5425,0.08994144,TN
5426,0.72782,TP
5427,0.6858361,TP
5428,0.4290029,TN
5429,0.80676967,TP
5430,0.6881035,TP
5431,0.3902483,FN
5432,0.4795414,TN
5433,0.28706422,TN
5434,0.19269004,TN
5435,0.049312368,TN
5436,0.07600555,TN
5437,0.41763246,FN
5438,0.5996296,TP
5439,0.21804255,FN
5440,0.30185452,TN
5441,0.5256971,FP
5442,0.32321364,TN
5443,0.10874626,TN
5444,0.11108927,FN
5445,0.71558464,TP
5446,0.09261446,TN
5447,0.6228157,TP
5448,0.17063817,FN
5449,0.13766576,TN
5450,0.3766285,TN
5451,0.7438823,TP
5452,0.24770871,TN
5453,0.24014272,FN
5454,0.7956811,TP
5455,0.3973961,TN
5456,0.2421033,FN
5457,0.3954209,FN
5458,0.8455589,TP
5459,0.29294166,TN
5460,0.39514446,FN
5461,0.077322535,FN
5462,0.20268847,TN
5463,0.3428727,TN
5464,0.29990557,FN
5465,0.60520166,TP
5466,0.33433634,FN
5467,0.23616982,FN
5468,0.49701563,FN
5469,0.13723768,TN
5470,0.21019052,TN
5471,0.6899319,TP
5472,0.6772109,TP
5473,0.1760471,TN
5474,0.17748043,TN
5475,0.31279746,FN
5476,0.3669135,FN
5477,0.21792136,TN
5478,0.24891451,TN
5479,0.07684715,TN
5480,0.26512742,TN
5481,0.1976659,TN
5482,0.113899834,TN
5483,0.17444092,TN
5484,0.11333577,FN
5485,0.6466052,TP
5486,0.32349658,TN
5487,0.8236172,TP
5488,0.65823144,TP
5489,0.70860237,FP
5490,0.33803192,TN
5491,0.5800539,TP
5492,0.24019016,FN
5493,0.16633633,TN
5494,0.8524488,TP
5495,0.5802966,TP
5496,0.18173221,TN
5497,0.74358577,FP
5498,0.19621107,TN
5499,0.11239094,FN
5500,0.7432149,TP
5501,0.197697,TN
5502,0.738406,TP
5503,0.7095563,TP
5504,0.17716506,TN
5505,0.14798734,FN
5506,0.3383569,FN
5507,0.6766817,TP
5508,0.73898983,FP
5509,0.18621229,TN
5510,0.6075676,TP
5511,0.3758205,TN
5512,0.7641455,TP
5513,0.7741929,TP
5514,0.39458376,TN
5515,0.3677009,TN
5516,0.48989803,TN
5517,0.5117257,TP
5518,0.6848685,TP
5519,0.33089837,FN
5520,0.41041523,TN
5521,0.29290107,TN
5522,0.17409027,FN
5523,0.7813547,TP
5524,0.7595538,TP
5525,0.24536456,TN
5526,0.35486874,TN
5527,0.829477,TP
5528,0.21856453,FN
5529,0.6247986,FP
5530,0.18532199,FN
5531,0.20683466,TN
5532,0.8156456,TP
5533,0.29014018,TN
5534,0.7869854,TP
5535,0.43898252,FN
5536,0.7297773,TP
5537,0.6183601,FP
5538,0.562156,TP
5539,0.28486744,FN
5540,0.8655373,TP
5541,0.6972185,TP
5542,0.48078138,FN
5543,0.72515637,FP
5544,0.50219643,FP
5545,0.16046515,TN
5546,0.112443656,TN
5547,0.80008376,TP
5548,0.6295987,TP
5549,0.40029907,TN
5550,0.7290197,TP
5551,0.65463614,TP
5552,0.5621717,TP
5553,0.40107864,TN
5554,0.55542904,TP
5555,0.7962278,TP
5556,0.53477883,TP
5557,0.22358565,TN
5558,0.22183488,TN
5559,0.37869912,TN
5560,0.7923315,TP
5561,0.72606087,TP
5562,0.6663889,TP
5563,0.59447473,TP
5564,0.7097301,TP
5565,0.51803416,TP
5566,0.22463366,TN
5567,0.3436714,TN
5568,0.6397866,FP
5569,0.5991091,TP
5570,0.6266202,FP
5571,0.65217716,TP
5572,0.49521363,FN
5573,0.8584692,TP
5574,0.05147458,TN
5575,0.2338362,FN
5576,0.24981911,TN
5577,0.72761357,TP
5578,0.4020454,FN
5579,0.2979217,TN
5580,0.69974405,FP
5581,0.7994401,FP
5582,0.83783966,TP
5583,0.82664335,TP
5584,0.25291353,TN
5585,0.72957903,TP
5586,0.6816455,TP
5587,0.7249633,TP
5588,0.6193896,FP
5589,0.71976346,FP
5590,0.679533,TP
5591,0.4467024,FN
5592,0.76084507,TP
5593,0.8269389,TP
5594,0.25958672,FN
5595,0.33822235,TN
5596,0.32081974,FN
5597,0.5984643,TP
5598,0.74293876,TP
5599,0.7832098,TP
5600,0.52321905,TP
5601,0.11845717,TN
5602,0.2153889,TN
5603,0.62059677,TP
5604,0.27680594,TN
5605,0.41883197,FN
5606,0.74560094,TP
5607,0.2604643,FN
5608,0.4179273,FN
5609,0.724033,TP
5610,0.2554976,TN
5611,0.74293613,TP
5612,0.57755864,TP
5613,0.46878853,TN
5614,0.17360914,TN
5615,0.20886816,TN
5616,0.46103016,FN
5617,0.4347568,FN
5618,0.18659481,TN
5619,0.1587798,TN
5620,0.90979546,TP
5621,0.22574587,TN
5622,0.68917704,TP
5623,0.78384495,TP
5624,0.87201107,TP
5625,0.39903942,FN
5626,0.42351913,TN
5627,0.6158629,FP
5628,0.8480435,TP
5629,0.8400034,TP
5630,0.38684562,TN
5631,0.8430195,TP
5632,0.7166902,TP
5633,0.41780448,TN
5634,0.3572265,TN
5635,0.70525825,TP
5636,0.7056771,TP
5637,0.6368183,TP
5638,0.24230024,TN
5639,0.34304956,TN
5640,0.8461645,TP
5641,0.7000215,TP
5642,0.78878796,TP
5643,0.7609264,TP
5644,0.430516,FN
5645,0.60701126,TP
5646,0.5761201,TP
5647,0.5310256,TP
5648,0.2073126,FN
5649,0.3351266,FN
5650,0.35450488,FN
5651,0.48845774,FN
5652,0.5965162,TP
5653,0.29412934,FN
5654,0.8751581,TP
5655,0.7406786,TP
5656,0.5674322,FP
5657,0.44340008,FN
5658,0.1724009,TN
5659,0.7346845,TP
5660,0.3444242,TN
5661,0.7221788,TP
5662,0.39363125,TN
5663,0.37425345,FN
5664,0.7232862,TP
5665,0.49190912,TN
5666,0.27531293,TN
5667,0.82045215,TP
5668,0.81842035,TP
5669,0.82177657,TP
5670,0.5015567,TP
5671,0.22579482,TN
5672,0.3536768,TN
5673,0.5421874,FP
5674,0.41102213,TN
5675,0.754967,TP
5676,0.7579081,TP
5677,0.33851442,FN
5678,0.7329631,TP
5679,0.25853524,TN
5680,0.39180312,FN
5681,0.80936307,TP
5682,0.46827462,FN
5683,0.74061817,FP
5684,0.7873479,TP
5685,0.741819,TP
5686,0.32463166,FN
5687,0.6719495,TP
5688,0.2719492,FN
5689,0.13021427,TN
5690,0.6891391,TP
5691,0.23972347,TN
5692,0.76851904,TP
5693,0.16097854,TN
5694,0.061032433,TN
5695,0.49253523,TN
5696,0.7537383,TP
5697,0.6947833,TP
5698,0.787696,TP
5699,0.73087364,TP
5700,0.77017206,TP
5701,0.44498146,FN
5702,0.5359662,TP
5703,0.8443697,FP
5704,0.6779935,TP
5705,0.7475587,TP
5706,0.7804474,TP
5707,0.84561896,TP
5708,0.5416596,TP
5709,0.27769735,TN
5710,0.5844214,TP
5711,0.57080853,FP
5712,0.7372728,TP
5713,0.35821515,FN
5714,0.41255525,TN
5715,0.68033,TP
5716,0.86445713,TP
5717,0.7679415,TP
5718,0.6993484,TP
5719,0.5474992,TP
5720,0.8326566,TP
5721,0.6436416,TP
5722,0.37772068,FN
5723,0.8464373,TP
5724,0.6858946,TP
5725,0.19551165,FN
5726,0.5877675,TP
5727,0.6944189,TP
5728,0.7768245,TP
5729,0.72605884,TP
5730,0.15742509,TN
5731,0.8577452,TP
5732,0.2992445,TN
5733,0.7855947,TP
5734,0.34528166,FN
5735,0.39178053,TN
5736,0.87521267,TP
5737,0.77003455,TP
5738,0.7269706,TP
5739,0.5786695,TP
5740,0.25293478,TN
5741,0.6105036,TP
5742,0.66468245,TP
5743,0.74799424,TP
5744,0.40189406,FN
5745,0.69443,TP
5746,0.830935,TP
5747,0.36028254,FN
5748,0.71837795,TP
5749,0.342236,TN
5750,0.24502519,TN
5751,0.875205,TP
5752,0.36883867,TN
5753,0.8884402,TP
5754,0.5885634,FP
5755,0.25298825,TN
5756,0.7728337,TP
5757,0.03996562,TN
5758,0.5370068,TP
5759,0.7718857,TP
5760,0.2863901,FN
5761,0.7952688,TP
5762,0.6166474,TP
5763,0.23549466,FN
5764,0.5228436,TP
5765,0.8059843,TP
5766,0.75862056,TP
5767,0.28248116,FN
5768,0.60833704,TP
5769,0.6675473,TP
5770,0.72182536,TP
5771,0.53476065,TP
5772,0.85743666,TP
5773,0.63913536,FP
5774,0.47136956,FN
5775,0.7609299,FP
5776,0.6167166,TP
5777,0.8410235,TP
5778,0.51911944,FP
5779,0.9282467,TP
5780,0.46566823,FN
5781,0.6602907,TP
5782,0.7853833,TP
5783,0.91394615,TP
5784,0.55452776,TP
5785,0.6851197,TP
5786,0.16033365,TN
5787,0.19150294,FN
5788,0.79343015,TP
5789,0.72077256,TP
5790,0.70147985,TP
5791,0.6615809,TP
5792,0.58112407,TP
5793,0.4586063,TN
5794,0.8129683,FP
5795,0.7050358,TP
5796,0.82600355,TP
5797,0.7290554,TP
5798,0.7664494,TP
5799,0.7108986,TP
5800,0.78259414,TP
5801,0.667519,TP
5802,0.31060168,FN
5803,0.31265253,TN
5804,0.73409283,TP
5805,0.55860347,TP
5806,0.34440786,TN
5807,0.6006429,TP
5808,0.8406347,TP
5809,0.6327214,FP
5810,0.59154135,TP
5811,0.32956043,TN
5812,0.6981884,TP
5813,0.5354825,TP
5814,0.6827848,TP
5815,0.4016037,FN
5816,0.38187563,TN
5817,0.50910133,TP
5818,0.66865826,FP
5819,0.33934417,TN
5820,0.7219923,TP
5821,0.6815387,TP
5822,0.35818335,TN
5823,0.66294074,FP
5824,0.28122035,TN
5825,0.41828114,TN
5826,0.66538656,TP
5827,0.24672031,TN
5828,0.09704665,TN
5829,0.08328517,TN
5830,0.6753187,TP
5831,0.24789417,TN
5832,0.30799899,TN
5833,0.57511634,TP
5834,0.35322183,FN
5835,0.5116705,FP
5836,0.40413883,FN
5837,0.6353282,FP
5838,0.28887156,TN
5839,0.15205604,TN
5840,0.7106434,FP
5841,0.8482796,TP
5842,0.63788515,TP
5843,0.56902254,TP
5844,0.24456127,TN
5845,0.07870134,TN
5846,0.40178204,TN
5847,0.58099437,TP
5848,0.2101909,TN
5849,0.369881,TN
5850,0.7756552,FP
5851,0.35809362,FN
5852,0.21112628,TN
5853,0.447977,TN
5854,0.80847305,TP
5855,0.2654635,TN
5856,0.2939752,FN
5857,0.19864085,TN
5858,0.34476382,TN
5859,0.52552354,TP
5860,0.6271668,TP
5861,0.32443178,FN
5862,0.54091924,FP
5863,0.23997939,TN
5864,0.14314173,TN
5865,0.5575391,FP
5866,0.32544085,TN
5867,0.24710104,TN
5868,0.8192451,TP
5869,0.5533603,FP
5870,0.44660088,TN
5871,0.24011847,TN
5872,0.46355233,TN
5873,0.39825338,FN
5874,0.65666914,TP
5875,0.3784195,TN
5876,0.52911705,FP
5877,0.047264956,TN
5878,0.48602328,TN
5879,0.1873264,TN
5880,0.47691047,FN
5881,0.9036422,TP
5882,0.3399122,TN
5883,0.5360208,FP
5884,0.27215907,TN
5885,0.13457678,FN
5886,0.63453066,TP
5887,0.61348665,FP
5888,0.21966088,TN
5889,0.7665492,TP
5890,0.20788914,TN
5891,0.24169837,FN
5892,0.65605736,FP
5893,0.23667295,TN
5894,0.6635113,TP
5895,0.2948626,TN
5896,0.130652,TN
5897,0.70671004,TP
5898,0.2824521,TN
5899,0.7566515,TP
5900,0.5544778,FP
5901,0.3913784,TN
5902,0.7251,TP
5903,0.6327447,FP
5904,0.20010655,TN
5905,0.8452249,TP
5906,0.29219016,FN
5907,0.780532,TP
5908,0.34631598,TN
5909,0.62524956,FP
5910,0.7089053,TP
5911,0.13943774,TN
5912,0.29854852,FN
5913,0.17042632,FN
5914,0.91358334,FP
5915,0.5444064,TP
5916,0.40372074,FN
5917,0.40599263,TN
5918,0.85052437,TP
5919,0.37567434,TN
5920,0.49366254,TN
5921,0.7166235,FP
5922,0.29838416,TN
5923,0.7301167,TP
5924,0.22404695,TN
5925,0.19412957,TN
5926,0.2332634,TN
5927,0.19371226,TN
5928,0.8957271,TP
5929,0.39880592,TN
5930,0.19918127,TN
5931,0.17484951,FN
5932,0.15167025,TN
5933,0.3357226,TN
5934,0.5267624,FP
5935,0.22343567,TN
5936,0.39674583,FN
5937,0.5135834,TP
5938,0.51846504,FP
5939,0.3505304,TN
5940,0.47654054,TN
5941,0.2582497,TN
5942,0.34076676,TN
5943,0.8301556,TP
5944,0.2621721,TN
5945,0.47989985,TN
5946,0.30535662,TN
5947,0.46751308,TN
5948,0.401982,FN
5949,0.38818213,FN
5950,0.03520444,TN
5951,0.7782169,TP
5952,0.4919126,TN
5953,0.4185737,TN
5954,0.19052874,TN
5955,0.65896976,TP
5956,0.40545297,TN
5957,0.43158442,TN
5958,0.54237896,TP
5959,0.3456887,TN
5960,0.06645426,TN
5961,0.7994212,TP
5962,0.17043737,TN
5963,0.20640187,FN
5964,0.5713346,TP
5965,0.3250319,TN
5966,0.5177818,FP
5967,0.7367861,TP
5968,0.13586403,TN
5969,0.4049946,TN
5970,0.13542672,TN
5971,0.58417946,FP
5972,0.52538925,TP
5973,0.62744147,TP
5974,0.4551227,TN
5975,0.12629505,TN
5976,0.07169177,TN
5977,0.20007373,TN
5978,0.2902926,TN
5979,0.58297586,TP
5980,0.09264388,TN
5981,0.70902896,TP
5982,0.7199419,TP
5983,0.1292838,TN
5984,0.14147885,TN
5985,0.36800486,FN
5986,0.31392938,FN
5987,0.40473574,TN
5988,0.15346909,TN
5989,0.30000386,TN
5990,0.75885886,TP
5991,0.18574715,TN
5992,0.66275585,TP
5993,0.7358995,TP
5994,0.14438827,TN
5995,0.21699338,TN
5996,0.774052,TP
5997,0.8387919,TP
5998,0.1005468,TN
5999,0.19517727,TN
6000,0.53107595,FP
6001,0.89389735,TP
6002,0.23806936,TN
6003,0.49429727,FN
6004,0.25439838,TN
6005,0.34369293,TN
6006,0.18831263,TN
6007,0.19217975,TN
6008,0.6289277,FP
6009,0.3359938,FN
6010,0.30354664,TN
6011,0.35679713,TN
6012,0.43768722,FN
6013,0.62257946,FP
6014,0.29960755,TN
6015,0.15910996,FN
6016,0.23433615,TN
6017,0.23046398,TN
6018,0.114760794,TN
6019,0.18383679,TN
6020,0.25961307,TN
6021,0.360806,TN
6022,0.8400702,TP
6023,0.6409904,TP
6024,0.43734464,TN
6025,0.16364612,TN
6026,0.2621341,TN
6027,0.43845147,TN
6028,0.57617515,TP
6029,0.24017248,TN
6030,0.57738817,TP
6031,0.18955642,TN
6032,0.1650018,TN
6033,0.29761338,TN
6034,0.4613367,FN
6035,0.32418522,TN
6036,0.62887,TP
6037,0.5991376,TP
6038,0.1695069,TN
6039,0.6303042,FP
6040,0.79387254,TP
6041,0.29940975,TN
6042,0.37258932,TN
6043,0.09200141,TN
6044,0.21520866,TN
6045,0.32919124,TN
6046,0.42327526,FN
6047,0.53257793,FP
6048,0.26281872,TN
6049,0.4431355,FN
6050,0.18483801,TN
6051,0.46409315,TN
6052,0.5500475,TP
6053,0.3777154,FN
6054,0.21451205,TN
6055,0.12341568,TN
6056,0.8644264,TP
6057,0.07758632,TN
6058,0.51430696,FP
6059,0.2380038,TN
6060,0.1392979,TN
6061,0.47564438,FN
6062,0.18385452,TN
6063,0.7496676,TP
6064,0.34677058,TN
6065,0.29020706,TN
6066,0.5405526,TP
6067,0.6414521,FP
6068,0.21107645,TN
6069,0.20139767,TN
6070,0.7250278,TP
6071,0.76281935,FP
6072,0.36963204,TN
6073,0.26735666,TN
6074,0.21784289,TN
6075,0.6114161,TP
6076,0.5390176,TP
6077,0.8047312,TP
6078,0.1555611,TN
6079,0.15198979,TN
6080,0.18597624,TN
6081,0.57007575,TP
6082,0.5752047,TP
6083,0.35190302,TN
6084,0.246146,TN
6085,0.37742552,TN
6086,0.3372781,TN
6087,0.66128874,TP
6088,0.28624162,TN
6089,0.22169296,TN
6090,0.64513165,FP
6091,0.23622009,TN
6092,0.10282156,TN
6093,0.37333775,TN
6094,0.22058678,TN
6095,0.5500725,TP
6096,0.14464502,TN
6097,0.72097194,TP
6098,0.13024189,TN
6099,0.46658486,FN
6100,0.17295091,TN
6101,0.594567,TP
6102,0.81794196,TP
6103,0.14311908,TN
6104,0.7068537,TP
6105,0.61226404,TP
6106,0.25632358,TN
6107,0.18764655,FN
6108,0.65133476,TP
6109,0.23691659,TN
6110,0.14384112,FN
6111,0.23495506,FN
6112,0.14314201,TN
6113,0.26349974,TN
6114,0.43539685,TN
6115,0.04531927,TN
6116,0.26068214,TN
6117,0.7049581,TP
6118,0.6335559,TP
6119,0.24235037,TN
6120,0.6222442,TP
6121,0.2334057,TN
6122,0.6638346,TP
6123,0.73995775,TP
6124,0.1331862,TN
6125,0.07198309,TN
6126,0.23944631,TN
6127,0.42200634,TN
6128,0.07914945,TN
6129,0.5038103,TP
6130,0.21999297,TN
6131,0.34408987,TN
6132,0.64289355,TP
6133,0.48460412,TN
6134,0.38814682,TN
6135,0.16858135,TN
6136,0.60754216,TP
6137,0.42984328,TN
6138,0.5475279,FP
6139,0.2016459,TN
6140,0.3302828,TN
6141,0.18350327,TN
6142,0.7089298,TP
6143,0.12677144,TN
6144,0.7728485,FP
6145,0.41986957,TN
6146,0.7337293,TP
6147,0.74659956,TP
6148,0.67823625,TP
6149,0.025365245,TN
6150,0.22956847,TN
6151,0.13493994,TN
6152,0.24021435,TN
6153,0.2097517,TN
6154,0.5104208,TP
